name,selling_price
Volkswagen Vento Diesel Highline,300000
Ford Figo 1.2P Titanium Opt MT,370000
Mahindra Bolero 2011-2019 SLE,330000
Hyundai Santro Xing GLS,238000
Hyundai Santro Xing XG,72000
Hyundai Santro Xing GLS,200000
Nissan Sunny Diesel XV,320000
Hyundai Santro Xing GL Plus,114999
Maruti Wagon R LXI BS IV,320000
Hyundai i10 Era,210000
Mahindra Xylo D2 BS IV,200000
Maruti Wagon R LXI Minor,135000
Tata Indigo CS LS (TDI) BS-III,350000
Mahindra Bolero 2011-2019 DI BSIII,350000
Maruti Swift Dzire VDI,680000
Maruti Swift Vdi BSIII,200000
Renault KWID 1.0 RXT Optional,300000
Mahindra Xylo E6,270000
Maruti Wagon R LXI BSIII,225000
Mahindra Bolero DI DX 8 Seater,250000
Mahindra TUV 300 T8,590000
Hyundai EON Era Plus,290000
Maruti Zen Estilo LXI BS IV,100000
Maruti Celerio VXI,395000
Hyundai EON Era Plus,195000
Tata Nano Cx,45000
Mahindra Bolero DI DX 8 Seater,270000
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,600000
Hyundai i20 Asta 1.4 CRDi,715000
Hyundai Elite i20 Magna Plus BSIV,600000
Mahindra TUV 300 T6 Plus,875000
Mahindra Scorpio M2DI,420000
Honda CR-V 2.4 4WD AT,325000
Datsun GO Anniversary Edition,385000
Mahindra KUV 100 mFALCON G80 K2,300000
Hyundai i20 Sportz 1.4 CRDi,335000
Maruti Celerio LXI,300000
Hyundai Accent GLE,80000
Mahindra Bolero 2011-2019 SLE,400000
Tata Indigo CS LS (TDI) BS III,168000
Mahindra Bolero 2011-2019 Plus AC,550000
Toyota Etios GD,300000
Mahindra Bolero PLUS AC BSIII,320000
Mahindra Bolero 2011-2019 Plus - AC BSIII,320000
Nissan Sunny XE,350000
Tata Manza Club Class Quadrajet90 VX,280000
Hyundai Xcent 1.1 CRDi SX Option,550000
Hyundai Xcent 1.2 VTVT E Plus,500000
Ford Freestyle Titanium Plus Petrol BSIV,700000
Skoda Rapid Ultima 1.6 TDI Elegance,380000
Mahindra Bolero 2011-2019 Plus - AC BSIII,340000
Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,160000
Toyota Innova 2.5 G (Diesel) 7 Seater,750000
Hyundai Grand i10 1.2 Kappa Magna AT,531000
Renault KWID 1.0 RXT Optional,300000
Volkswagen Polo 1.5 TDI Comfortline,350000
Chevrolet Beat LT,150000
Maruti Swift VXI Optional,450000
Mahindra XUV500 W10 2WD,1625000
Maruti Swift 1.3 VXi,140000
Mahindra Bolero GLX,250000
Tata Indica V2 DLX TC,85000
Hyundai Grand i10 1.2 Kappa Magna BSIV,450000
Maruti Zen Estilo VXI BSIV W ABS,170000
Tata Tiago 1.05 Revotorq XM,360000
Maruti Alto K10 VXI,390000
Maruti Eeco 7 Seater Standard BSIV,145000
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,540000
Toyota Innova 2.5 E Diesel MS 8-seater,290000
Tata Indigo eCS VX BSIV,300000
Ford Figo Aspire 1.2 Ti-VCT Titanium,565000
Mahindra Scorpio 2.6 CRDe SLE,441000
Hyundai Santro Xing XP,50000
Hyundai EON Era Plus,180000
Hyundai EON D Lite,200000
Maruti Alto LX,85000
Tata Indica V2 DL BSIII,67500
Maruti Vitara Brezza ZDi Plus Dual Tone,700000
Volkswagen Polo Diesel Highline 1.2L,275000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,600000
Mahindra Xylo D2,250000
Mahindra Bolero 2011-2019 DI - AC BS III,600000
Fiat Linea 1.3 Active,200000
Hyundai Grand i10 CRDi Sportz,425000
Maruti Swift Dzire VDi,420000
Hyundai i20 1.4 CRDi Era,321000
Mahindra Xylo D4 BSIV,350000
Honda Amaze i-VTEC Privilege Edition,490000
Mahindra Scorpio S2 7 Seater,680000
Maruti Alto K10 VXI,298000
Hyundai Santro GLS I - Euro I,80000
Mahindra Scorpio M2DI,450000
Skoda Superb 1.8 TSI,400000
Tata Indica Vista Quadrajet ZX,250000
Ford Endeavour Hurricane Limited Edition,1075000
Hyundai Grand i10 Sportz,500000
Ford Freestyle Trend Petrol BSIV,681000
Mahindra XUV500 W8 2WD,650000
Chevrolet Aveo U-VA 1.2 LS,80000
Mahindra Bolero SLX 2WD BSIII,290000
Mahindra Scorpio 2.6 SPORTZ CRDe,220000
Hyundai Santro Xing GL,120000
Datsun RediGO Sport,229999
Mahindra Bolero ZLX BSIII,150000
Maruti Swift Dzire VXI,500000
Tata Indigo CS LS (TDI) BS III,175000
Ford Freestyle Titanium Petrol BSIV,720000
Maruti 800 AC,100000
Honda Civic 1.8 V AT,250000
Mahindra XUV500 W6 2WD,810000
Maruti Alto LXi,165000
Chevrolet Tavera Neo 3 LS 10 Str,409999
Maruti Swift VDI,430000
Datsun GO Plus D1,300000
Maruti Swift Dzire VDi,350000
Renault KWID 1.0 RXT Optional,400000
Chevrolet Enjoy 1.3 TCDi LS 7,420000
Maruti Wagon R VXI BS IV,430000
Maruti Swift VXI Optional,573000
Hyundai EON D Lite Plus,210000
Renault Duster 110PS Diesel RxZ,600000
Honda City 2017-2020 GXi,150000
Tata Tigor 1.2 Revotron XT,550000
Maruti Swift Dzire ZDi,320000
Maruti 800 AC,80000
Honda Amaze VX Diesel BSIV,800000
Maruti Ertiga ZXI,500000
Tata Manza Aura Quadrajet,229999
Maruti Ertiga ZXI,500000
Hyundai i20 Asta 1.2,630000
Maruti Omni E MPI STD BS IV,190000
Tata Manza Aura Quadrajet,229999
Mahindra Bolero VLX CRDe,450000
Maruti Alto Std,95000
Maruti Omni 8 Seater BSII,101000
Honda Amaze E i-Dtech,500000
Toyota Innova 2.5 VX (Diesel) 7 Seater,1019999
Hyundai EON Era Plus,244000
Maruti Wagon R LXI BS IV,250000
Maruti Baleno Alpha 1.2,660000
Hyundai i20 Magna,270000
Maruti Ritz VDi,280000
Hyundai Creta 1.6 CRDi SX,1050000
Maruti Swift Dzire VXI,525000
Hyundai Verna 1.6 CRDi S,850000
Mahindra XUV500 W10 1.99 mHawk,1165000
Maruti Swift ZXI,345000
Hyundai Santro Xing XS,95000
Maruti Alto 800 LXI,241000
Maruti Alto 800 LXI,235000
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,615000
Mahindra Verito Vibe 1.5 dCi D4,350000
Maruti Wagon R Stingray VXI,350000
Maruti Wagon R Stingray VXI,380000
Tata Sumo Gold EX BSIII,400000
Maruti Zen Estilo LXI BS IV,220000
Tata Sumo GX,270000
Maruti Ritz ZXi,275000
Tata Indica Vista Terra 1.4 TDI,125000
Hyundai i10 Sportz 1.1L,360000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,550000
Ford Fiesta 1.4 ZXi Duratec,200000
Mahindra KUV 100 mFALCON G80 K2,327000
Hyundai i10 Sportz 1.1L,425000
Maruti Swift Dzire VDI,620000
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,130000
Maruti Alto LX,120000
Mahindra Scorpio SLE BSIV,400000
Hyundai Verna CRDi SX,185000
Hyundai EON 1.0 Kappa Magna Plus,204999
Maruti Swift Dzire VDI,625000
Maruti Ertiga ZDI,600000
Tata Indigo GLX,150000
Renault KWID 1.0 RXT Optional,300000
Chevrolet Sail Hatchback Petrol,229999
Maruti Omni E MPI STD BS IV,220000
Hyundai i20 Asta Option 1.2,576000
Renault KWID RXT,265000
Maruti Esteem Vxi - BSII,50000
Hyundai Verna 1.6 VGT CRDi,300000
Tata Tigor 1.05 Revotorq XZ,420000
Maruti Ertiga VDI,750000
Maruti Alto 800 CNG LXI,165000
Renault KWID RXT,290000
Hyundai EON Era,160000
Maruti Swift Dzire ZDI,695000
Maruti Wagon R Duo Lxi,231000
Toyota Corolla Altis D-4D J,1050000
Hyundai i20 Sportz 1.2,400000
Hyundai i20 2015-2017 Sportz 1.2,500000
Tata Manza Aqua Quadrajet BS IV,150000
Mahindra Xylo H4,400000
Tata Indigo LS,120000
Mahindra Xylo H4,480000
Tata Indigo CS LX (TDI) BS-III,200000
Ford Fiesta Classic 1.4 Duratorq CLXI,300000
Maruti Celerio VXI,350000
Renault Triber RXT BSIV,580000
Chevrolet Beat Diesel LT,200000
Mahindra Scorpio Getaway,750000
Renault KWID RXT,261000
Chevrolet Sail 1.2 LS ABS,371000
Mahindra Bolero DI Non AC BSIII,320000
Tata Indigo CS LX (TDI) BS III,204999
Hyundai Accent GLX,110000
Ford Fusion 1.4 TDCi Diesel,150000
Mahindra Bolero 2011-2019 SLX,625000
Mahindra Scorpio 1.99 S10,1300000
Skoda Octavia Ambition 2.0 TDI MT,900000
Ford Figo Diesel Titanium,180000
Mahindra Bolero SLX,421000
Tata Indigo CS LX (TDI) BS III,204999
Honda WR-V i-DTEC VX,900000
Honda City 2017-2020 GXi,165000
Hyundai i20 Magna 1.4 CRDi,270000
Maruti Vitara Brezza VDi,750000
Hyundai Elite i20 Petrol Asta Option,750000
Maruti 800 Std,40000
Ford Figo Diesel Titanium,190000
Toyota Innova 2.5 G4 Diesel 7-seater,395000
Toyota Fortuner 3.0 Diesel,800000
Hyundai i20 1.2 Sportz,315000
Audi A4 2.0 TDI,1600000
Toyota Etios GD,409999
Hyundai Grand i10 1.2 Kappa Sportz BSIV,580000
Hyundai i20 Sportz 1.2,340000
Hyundai EON Magna Plus,270000
Tata Zest Quadrajet 1.3 75PS XE,280000
Tata Indica Vista Quadrajet VX,130000
Hyundai EON Era Plus,260000
Hyundai Grand i10 1.2 CRDi Asta,710000
Maruti Eeco Smiles 7 Seater Standard,204999
Datsun GO Plus Anniversary Edition,300000
Maruti Swift Dzire VDi,180000
Mahindra TUV 300 T6 Plus,700000
Hyundai i20 1.4 CRDi Magna,320000
Maruti Alto 800 VXI Plus,370000
Renault KWID RXT Optional,340000
Maruti XL6 Alpha,1040000
Hyundai i20 Active SX Diesel,750000
Mahindra TUV 300 Plus P4 BSIV,600000
Mahindra Bolero 2011-2019 DI - AC BS III,550000
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,600000
Tata Tigor 1.05 Revotorq XZ Option,550000
Honda City i DTEC VX Option,750000
Hyundai Santro Magna BSIV,450000
Maruti Ertiga VDI,400000
Maruti Swift VDI Optional,520000
Maruti Alto K10 Knightracer,199000
Chevrolet Beat Diesel LT,150000
Hyundai i20 Active 1.4 SX with AVN,540000
Maruti SX4 ZDI,250000
Maruti Wagon R LXI Minor,200000
Tata Indica V2 2001-2011 eLX,130000
Maruti 800 AC,90000
Hyundai Verna 1.6 SX,450000
Hyundai Verna CRDi SX ABS,280000
Tata New Safari 3L Dicor LX 4x2,280000
Maruti Zen LXI,120000
Maruti Swift Ldi BSIII,290000
Hyundai Creta 1.4 EX Diesel,1000000
Maruti Swift Dzire VDi,415000
Maruti Swift Dzire VDI,415000
Chevrolet Beat Diesel LT,240000
Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,250000
Ford Figo Diesel EXI,175000
Hyundai Verna CRDi SX,220000
Maruti Zen D,85000
Maruti Swift Dzire VXI 1.2,675000
Renault Duster 85PS Diesel RxL,535000
Renault Triber RXZ BSIV,675000
Maruti Vitara Brezza ZDi Plus Dual Tone,800000
Maruti Ertiga ZDI,425000
Maruti Eeco 5 Seater AC BSIV,150000
Maruti Zen Estilo 1.1 LXI BSIII,90000
Mahindra XUV500 W6 2WD,850000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,330000
Hyundai i20 1.4 Asta Option,850000
Mahindra Bolero SLX,305000
Toyota Innova 2.5 VX (Diesel) 7 Seater,910000
Toyota Innova 2.5 VX 8 STR,1100000
Maruti Baleno Zeta Automatic,675000
Maruti Alto LXi BSIII,150000
Maruti Swift VDI BSIV,550000
Volkswagen Vento Diesel Highline,350000
Maruti Ritz VDi,300000
Toyota Innova Crysta 2.8 GX AT BSIV,1745000
Mahindra Scorpio 2009-2014 EX 2WD 7S,611000
Honda Brio S MT,400000
Hyundai Elantra CRDi SX,700000
Chevrolet Sail Hatchback LS ABS,300000
Hyundai Getz GLS,65000
Maruti Wagon R VXI BS IV,200000
Hyundai i20 Asta Option 1.4 CRDi,650000
Hyundai i20 Asta Option 1.4 CRDi,650000
Volkswagen Polo Diesel Trendline 1.2L,350000
Tata Indica V2 DL BSIII,75000
Maruti Swift Dzire VXi,240000
Maruti Alto K10 2010-2014 VXI,240000
Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,180000
Hyundai Santa Fe 4WD AT,900000
Mahindra Thar DI 4X4,425000
Chevrolet Spark 1.0 LT,95000
Maruti Swift Dzire VDI,811000
Hyundai Verna VTVT 1.6 SX Option,1100000
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,600000
Maruti Ertiga VDI,550000
Mahindra Scorpio S4 Plus 4WD,715000
Mahindra Xylo E8 BS4,300000
Tata Indigo LS BSII,100000
Mahindra Scorpio EX,500000
Maruti Wagon R Stingray VXI,350000
Tata Indica V2 DLS TC,100000
Tata Safari DICOR 2.2 EX 4x2,325000
Maruti Wagon R LXI BS IV,220000
Maruti 800 AC,55000
Renault KWID RXT,330000
Mahindra Bolero 2011-2019 EX NON AC,480000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,950000
Hyundai Verna Transform SX VGT CRDi,300000
Hyundai Verna Xi (Petrol),170000
Toyota Innova 2.5 EV (Diesel) PS 8 Seater BS IV,850000
Tata Tigor 2017-2020 XZ Plus Diesel,900000
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,1325000
Ford Fiesta Classic 1.4 Duratorq CLXI,350000
Ford Figo Diesel Titanium,425000
Ford Aspire Titanium Diesel BSIV,600000
Ford Ecosport 1.5 DV5 MT Titanium,750000
Ford Fiesta Classic 1.4 Duratorq CLXI,450000
Ford Figo Titanium Diesel BSIV,325000
Mahindra XUV500 W8 2WD,900000
Fiat Punto 1.3 Emotion,350000
Ford EcoSport 1.5 TDCi Titanium BSIV,600000
Hyundai Verna VTVT 1.6 SX Option,1100000
Tata Tiago 1.2 Revotron XZ,520000
Mahindra Scorpio S10 7 Seater,885000
Tata Nexon 1.5 Revotorq XZA Plus DualTone,950000
Honda City 1.5 E MT,229999
Maruti Ritz VDi,409999
Ford Fiesta EXi 1.4 TDCi Ltd,300000
Tata Indica V2 DLG TC,175000
Maruti Alto LX,108000
Maruti Celerio ZXI,425000
Chevrolet Optra Magnum 2.0 LS,272000
Hyundai i10 Magna 1.1L,310000
Hyundai Creta 1.4 CRDi S Plus,1125000
Hyundai Xcent 1.2 Kappa S Option,450000
Volkswagen Polo Diesel Highline 1.2L,388000
Hyundai Verna Transform SX VTVT,400000
Honda City i DTEC VX,760000
Maruti Alto LXi,120000
Maruti Swift Dzire VDI,757000
Maruti Alto 800 VXI,270000
Tata Sumo MKII GX BS IV,250000
Toyota Innova Crysta 2.5 VX BS IV,800000
Toyota Fortuner 4x2 Manual,1380000
Mahindra Thar CRDe AC,700000
Honda Mobilio S i DTEC,450000
Mahindra KUV 100 G80 K8,650000
Mahindra XUV500 W8 2WD,950000
Toyota Innova 2.5 E Diesel MS 7-seater,626000
Toyota Qualis Fleet A3,200000
Maruti Swift Dzire AMT VXI,600000
Renault KWID RXT Optional,290000
Maruti Alto K10 2010-2014 VXI,215000
Renault KWID RXT Optional,250000
Maruti Ertiga SHVS ZDI Plus,750000
Maruti Alto K10 VXI,250000
Honda BRV i-VTEC V CVT,950000
Ford Figo Aspire 1.5 TDCi Titanium,793000
Hyundai Creta 1.6 CRDi SX Option,750000
Honda Jazz V CVT,725000
Hyundai Grand i10 CRDi Sportz,480000
BMW X6 xDrive30d,3750000
Maruti Swift Dzire ZXI Plus,795000
Honda Jazz 1.2 V i VTEC,625000
Mercedes-Benz E-Class E250 CDI Avantgarde,2900000
Maruti Ignis 1.3 AMT Zeta,625000
Chevrolet Cruze LTZ AT,440000
Toyota Corolla Altis 1.8 G,1400000
Toyota Corolla Altis 1.8 VL AT,1450000
Mercedes-Benz GLA Class 200 CDI SPORT,2700000
Toyota Innova Crysta 2.8 GX AT 8S BSIV,1925000
Kia Seltos HTX Plus AT D,1900000
Maruti Ciaz RS ZDi Plus SHVS,844999
Skoda Rapid 1.5 TDI AT Style Plus,650000
Maruti Swift ZXI 2018,750000
BMW 6 Series GT 630d Luxury Line,6000000
Honda Jazz 1.2 SV i VTEC,610000
Toyota Fortuner 2.8 2WD AT BSIV,2940000
Hyundai Creta 1.6 CRDi SX,1150000
Toyota Innova Crysta 2.8 ZX AT BSIV,1825000
Hyundai Elite i20 Asta Option CVT BSIV,890000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Tata Indigo CS eLX BS IV,385000
Maruti Celerio ZXI AT,400000
Hyundai Grand i10 1.2 CRDi Sportz Option,550000
Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,270000
Tata Indigo CS LS (TDI) BS III,200000
Renault KWID RXT Optional,310000
Hyundai Xcent 1.2 CRDi S,700000
Chevrolet Sail LT ABS,480000
Maruti Alto LXI,90000
Maruti Alto LXI,80000
Maruti Ritz VDi,350000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,600000
Mahindra Scorpio M2DI,350000
Maruti Vitara Brezza VDi Option,770000
Mahindra Verito 1.5 D6 BSIV,350000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,600000
Mahindra TUV 300 T8,750000
Maruti Wagon R VXI BS IV,340000
Hyundai Elite i20 Petrol Sportz,650000
Hyundai i10 Sportz,300000
Maruti Alto 800 LXI,204999
Mahindra Verito 1.5 D4 BSIII,254999
Ford Figo Aspire 1.2 Ti-VCT Titanium,650000
Hyundai EON Magna Plus,280000
Tata Indica V2 DLS,100000
Chevrolet Tavera Neo 3 9 Str BSIII,575000
Maruti Vitara Brezza VDi,780000
Mahindra Bolero 2011-2019 ZLX,467000
Mahindra Scorpio S10 7 Seater,1050000
Hyundai i10 Magna 1.1L,225000
Hyundai Santro GLS I - Euro II,90000
Hyundai Santro Xing XG AT eRLX Euro III,80000
Toyota Etios Liva GD,300000
Mahindra Verito 1.5 D4 BSIV,260000
Chevrolet Spark 1.0 E,90000
Ford Figo Diesel ZXI,280000
Mahindra Verito 1.5 D4 BSIII,350000
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,229999
Mahindra Bolero 2011-2019 DI NON AC BS III White,550000
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,850000
Mahindra Bolero DI,370000
Maruti Alto K10 LXI,250000
Maruti Alto LXi,95000
Maruti Wagon R LXI Minor,180000
Mahindra NuvoSport N8 AMT,650000
Hyundai Xcent 1.2 CRDi E,530000
Maruti Swift VVT ZXI,610000
Maruti Zen Estilo VXI BSIV W ABS,200000
Mahindra Xylo E4 8S,265000
Tata Tiago 1.2 Revotron XZ WO Alloy,560000
Mahindra Bolero 2011-2019 SLE,430000
Maruti Swift Dzire VDI,711000
Maruti Swift Dzire VXI,511000
Mahindra Bolero 2011-2019 ZLX,450000
Tata Zest Revotron 1.2 XT,325000
Renault Scala Diesel RxZ,434999
Ford Figo Diesel LXI,210000
Maruti Omni BSIII 8-STR W/ IMMOBILISER,140000
Maruti SX4 Vxi BSIII,160000
Maruti Ertiga VXI Limited Edition,650000
Maruti Swift VDI BSIV,250000
Hyundai i20 Sportz 1.2,320000
Renault KWID Climber 1.0 MT,290000
Mahindra Jeep Classic,163000
Tata Nano CX,80000
Tata Safari Storme EX,1100000
Maruti Ciaz ZDi Plus,600000
Renault KWID RXT,340000
Toyota Innova 2.5 G (Diesel) 7 Seater,750000
Maruti Alto LX,100000
Renault KWID RXT Optional,395000
Maruti Wagon R VXI Minor,200000
Maruti Eeco CNG 5 Seater AC BSIV,450000
Mahindra Verito 1.4 G4 BSIV,180000
Mahindra Bolero DI,190000
Maruti Eeco 5 Seater AC BSIV,310000
Maruti Ritz VDi,351000
Chevrolet Optra 1.6 LT Royale,190000
Hyundai EON Magna Plus,225000
Chevrolet Spark 1.0 LT,130000
Maruti Ciaz Alpha Diesel,1000000
Tata Indica V2 DLS TC,55000
Chevrolet Sail 1.2 LT ABS,330000
Maruti Omni MPI STD BSIV,166000
Mahindra Xylo D4 BSIII,200000
Maruti Alto K10 2010-2014 VXI,140000
Maruti Eeco CNG 5 Seater AC BSIV,370000
Hyundai Elite i20 Sportz Plus CVT BSIV,720000
Hyundai i20 Active 1.4,500000
Hyundai Xcent 1.2 VTVT SX,570000
Maruti Swift Dzire 1.2 Vxi BSIV,210000
Maruti Alto LXi,120000
Hyundai Getz GLX,95000
Hyundai i10 Sportz AT,196000
Maruti Eeco 5 Seater AC BSIV,392000
Tata Manza Aura Plus Safire,150000
Honda BR-V i-VTEC E MT,595000
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,833000
Maruti Swift VDI,280000
Maruti 800 Std BSII,35000
Maruti Ritz VDi,180000
Maruti Wagon R VXi BSII,225000
Mercedes-Benz New C-Class 220 CDI AT,1400000
Hyundai i20 Era Diesel,340000
Toyota Innova 2.5 GX 8 STR,550000
Maruti Wagon R VXI BS IV,400000
Hyundai Getz GLE,90000
Maruti Ciaz VDi Plus SHVS,650000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,730000
Chevrolet Aveo U-VA 1.2 LS,125000
Hyundai Getz GLE,81000
Maruti Swift Glam,170000
Honda City 1.5 EXI,81000
Maruti Alto LX,95000
Tata Nano Cx BSIV,55000
Renault Lodgy World Edition 110PS,880000
Renault KWID RXL,200000
Maruti Wagon R VXI 1.2,480000
Mahindra Bolero 2011-2019 Plus AC,480000
Hyundai i20 1.2 Asta,700000
Honda BRV i-DTEC V MT,850000
Tata Indigo CR4,300000
Hyundai i20 1.2 Asta Option,650000
Maruti Ritz VXI,220000
Tata Indigo CS LS (TDI) BS-III,300000
Maruti Swift Dzire VDI,450000
Maruti Swift VDI BSIV,400000
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,1030000
Tata Manza Aura Quadrajet,190000
Ford Fiesta 1.4 Duratec EXI,140000
Hyundai i20 Active S Diesel,800000
Mahindra Scorpio LX 2.6 Turbo,229999
Tata Safari DICOR 2.2 EX 4x2,300000
Volkswagen Vento Diesel Highline,375000
Chevrolet Beat LT,140000
Maruti Alto LX,60000
Hyundai Xcent 1.1 CRDi S Option,420000
Renault Pulse RxZ,300000
Tata Indica Vista Quadrajet VX,150000
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,600000
Ford Figo Diesel Titanium,204999
Hyundai Xcent 1.2 CRDi SX,625000
Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel),280000
Hyundai Santa Fe 2WD AT,1050000
Chevrolet Optra Magnum 1.6 LT Petrol,250000
Tata New Safari DICOR 2.2 EX 4x2,535000
Honda Accord 2.4 AT,400000
Maruti Swift AMT VXI,610000
Maruti Swift Dzire VDI,509999
Tata Safari Storme VX,521000
Maruti Swift Dzire VDI,511000
Hyundai i20 Sportz 1.4 CRDi,451000
Hyundai i10 Sportz,170000
Maruti Swift Dzire VDI,450000
Honda City 1.5 V Elegance,375000
Maruti Alto 800 LXI,305000
Renault KWID RXT,315000
Chevrolet Sail 1.3 LS,250000
Ford Figo Diesel EXI,200000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000
Renault Duster 110PS Diesel RxL,400000
